gene,interaction_type,score,drug_name
E2F7,inhibitor,2.187819635,EDIFOLIGIDE SODIUM
CASP1,inhibitor,4.039051634,BELNACASAN
F10,inhibitor,1.071585127,BEMIPARIN
IL17A,inhibitor,2.019525817,IZOKIBEP
HTR1A,agonist,0.354781562,REPINOTAN
GNRHR,agonist,0.795570776,LEUPROLIDE MESYLATE
ADRB3,agonist,0.16669102,EPHEDRINE HYDROCHLORIDE
TYMS,inhibitor,0.186197416,URACIL
TUBA1C,inhibitor,0.040021091,LORVOTUZUMAB MERTANSINE
TUBB6,inhibitor,0.040021091,LORVOTUZUMAB MERTANSINE
TUBB2A,inhibitor,0.039068208,CANTUZUMAB MERTANSINE
TUBB4A,inhibitor,0.040021091,BIVATUZUMAB MERTANSINE
PDE3B,inhibitor,2.187819635,K-134
PDE3A,inhibitor,1.591141553,ENOXIMONE
SSTR2,agonist,0.972364282,ONZIGOLIDE
CCL18,inhibitor,1.810609353,ZABOFLOXACIN
UTRN,modulator,26.25383562,EZUTROMID
PDCD1,inhibitor,1.280674908,CS-1003
RGMA,inhibitor,26.25383562,UNASNEMAB
TUBA1B,inhibitor,0.040021091,ARX-788
TUBA3C,inhibitor,0.040021091,ARX-788
TUBB8,inhibitor,0.040021091,ARX-788
TUBB1,inhibitor,0.036463661,ARX-788
LAG3,vaccine,6.563458904,EFTILAGIMOD ALPHA
HRH1,inhibitor,1.693795846,MEQUITAZINE
TNFSF14,inhibitor,26.25383562,QUISOVALIMAB
PCSK9,inhibitor,4.039051634,LERODALCIBEP
ADRA2B,agonist,0.093763699,XYLOMETAZOLINE
ADRA2A,agonist,0.061055432,XYLOMETAZOLINE
ADRA1A,agonist,0.054695491,XYLOMETAZOLINE
ADRA2C,agonist,0.147908933,XYLOMETAZOLINE
GART,inhibitor,0.640337454,PEMETREXED TROMETHAMINE
BRCA2,NULL,0.386085818,VELIPARIB
ATR,NULL,0.145854642,VELIPARIB
BCL2,NULL,0.017664481,CISPLATIN
CCND3,NULL,0.428634051,PALBOCICLIB
CCNE1,NULL,0.116683714,ALISERTIB
DRD1,NULL,0.031555091,PERPHENAZINE
ERBB2,NULL,0.291709285,RITUXIMAB
KRAS,NULL,0.042073455,TEMSIROLIMUS
PIK3CA,NULL,0.205692444,TEMSIROLIMUS
MYC,NULL,0.093763699,AMG-900
NF1,NULL,0.207540203,SELUMETINIB
ATXN2,NULL,0.016352436,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE
MYC,NULL,0.026789628,RONICICLIB
TP53,NULL,0.012878997,4-METHOXYDALBERGIONE
CDK4,inhibitor,0.307062405,ABEMACICLIB
FGFR2,inhibitor,0.039390601,ENMD-2076
PIM3,NULL,0.070197421,GSK-269962A
IDH1,NULL,0.016047577,CHEMBL:CHEMBL546597
PDGFRA,NULL,0.351339386,SUNITINIB
NFKB1,NULL,0.034544521,LUTEOLIN
MAPK1,NULL,0.025003653,CHLOROTHALONIL
GMNN,NULL,0.027347745,CHEMBL:CHEMBL458094
HSP90AA1,NULL,0.060353645,CHEMBL:CHEMBL590927
TP53,NULL,0.023182195,CHEMBL:CHEMBL1522984
EHMT2,NULL,0.030634581,GLUTAMIC ACID HYDROCHLORIDE
RAPGEF4,NULL,0.291709285,CHEMBL:CHEMBL600778
HTT,NULL,0.043466615,CHEMBL:CHEMBL591137
POLB,NULL,0.024174803,METHYLDOPA (RACEMIC)
CYP2D6,NULL,0.08854582,PI-CLONIDINE
KDM4A,NULL,0.011906501,CHLOROXINE
ABL1,NULL,0.005174699,TOZASERTIB
NFE2L2,NULL,0.006995426,MEGESTROL ACETATE
TSHR,NULL,0.111718449,JWH015
HSD17B10,NULL,0.127137218,FR-122047
KDM4E,NULL,0.036337489,NAFRONYL OXALATE
USP1,NULL,0.050978322,CETRIMONIUM BROMIDE
HIF1A,NULL,0.03292017,CHEMBL:CHEMBL329673
USP1,NULL,0.005310242,GOSSYPOL
IRAK1,NULL,0.026830696,NVP-TAE684
FEN1,NULL,0.005655716,MITOXANTRONE
CYP3A4,NULL,0.003670838,TYRPHOSTIN 47
CYP2C9,NULL,0.030386384,(R)-FLECAINIDE
SMAD3,NULL,0.007906591,GR 127935
NFE2L2,NULL,0.062958838,CHEMBL:CHEMBL592363
ARSA,NULL,0.049723174,MITOXANTRONE
ALDH1A1,NULL,0.011799477,ISOTHYMONIN
EHMT2,NULL,0.004084611,PAPAVERINE
POLB,NULL,0.145048816,CHEMBL:CHEMBL1331995
EHMT2,NULL,0.00211273,GR 127935
GAA,NULL,0.040515178,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE
FANCD2,NULL,0.700102283,DOXORUBICIN HYDROCHLORIDE
POLK,NULL,0.020117882,ENOXOLONE
TOP1,NULL,0.875127854,CHEMBL:CHEMBL2171778
CYP3A4,NULL,0.014683353,CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE
BLM,NULL,0.072826174,NSC-663284
CYP2D6,NULL,0.059030547,TICRYNAFEN
GMNN,NULL,0.027347745,CHEMBL:CHEMBL1306524
CYP2C9,NULL,0.060772768,CHEMBL:CHEMBL512832
TARDBP,NULL,0.468818493,CHEMBL:CHEMBL1553566
POLI,NULL,0.041085815,CHEMBL:CHEMBL494668
RORC,NULL,0.017295017,DAUNORUBICIN HYDROCHLORIDE
GMNN,NULL,0.01823183,CHEMBL:CHEMBL461193
CCKBR,NULL,3.580068493,[3H]L365260
MAPK1,NULL,0.075010959,DIPHENHYDRAMINE HYDROCHLORIDE
USP1,NULL,0.050978322,PHANQUONE
OPRK1,NULL,0.739544665,CHEMBL:CHEMBL570176
MARK2,NULL,0.056826484,GSK-269962A
HSD17B10,NULL,0.001444741,CARBOPLATIN
KDM4E,NULL,0.011355465,CHEMBL:CHEMBL1519374
CYP2D6,NULL,0.01609924,OXYBUTYNIN
POLI,NULL,0.018962684,CEPHAPIRIN SODIUM
CYP3A4,NULL,0.002097622,4-CHLOROMERCURIBENZOIC ACID
AR,NULL,0.003248433,EPIGALLOCATECHIN-3-GALLATE
MTOR,NULL,0.073954467,BW723C86
MITF,NULL,0.090064616,PERHEXILINE MALEATE
NPSR1,NULL,0.031254566,CALMIDAZOLIUM CHLORIDE
USP1,NULL,0.007723988,DAUNORUBICIN HYDROCHLORIDE
DYRK2,NULL,7.501095891,LEUCETTAMINE B
S1PR2,NULL,0.326134604,DECYNIUM 22
RGS4,NULL,0.009192519,NIFEDIPINE
POLK,NULL,0.020117882,SCLEROTIORIN
MPHOSPH8,NULL,0.022249013,VANOXERINE
SLCO1B3,NULL,0.525076712,ELTROMBOPAG
KCNH2,NULL,0.024932417,GR 89696
POLB,NULL,0.072524408,CHEMBL:CHEMBL589924
RORC,NULL,0.035670972,BENZETHONIUM CHLORIDE
KDR,NULL,0.007111006,PD-0166285
SIRT1,NULL,3.621218706,GISENOSIDE RK1
RAD52,NULL,0.198892694,CHEMBL:CHEMBL583824
CYP3A4,NULL,0.014683353,GRISEOFULVIN
EHMT2,NULL,0.01531729,CHEMBL:CHEMBL579742
MBNL1,NULL,0.099446347,MITOXANTRONE
NPC1,NULL,0.077789143,CHEMBL:CHEMBL1522984
APEX1,NULL,0.021988137,CHEMBL:CHEMBL124006
IDH1,NULL,0.032095154,CHEMBL:CHEMBL1520837
RET,NULL,0.025672984,DOVITINIB
MITF,NULL,0.198142156,CHEMBL:CHEMBL405914
JAK3,NULL,0.018712641,SOTRASTAURIN
ALOX15B,NULL,0.126830124,CHEMBL:CHEMBL238624
RORC,NULL,0.114147111,METHOXYCHLOR
NFE2L2,NULL,0.004197256,PAPAVERINE
EGFR,NULL,0.555636733,PD-168393
CYP1A2,NULL,0.029515273,BUTYLPARABEN
THRB,NULL,0.003398555,DOXORUBICIN HYDROCHLORIDE
SMAD3,NULL,0.001528608,DOXORUBICIN HYDROCHLORIDE
CYP2D6,NULL,0.005366413,DIETHYLSTILBESTROL
HSD17B10,NULL,0.014126358,PROTRIPTYLINE
ALDH5A1,NULL,0.657990868,VALPROIC ACID
HSD17B10,NULL,0.015892152,CHEMBL:CHEMBL225513
GABRA5,NULL,0.397785388,CHEMBL:CHEMBL1077391
SMAD3,NULL,0.03821519,CHEMBL:CHEMBL1902074
TDP1,NULL,0.211724481,AVOBENZONE
IDH1,NULL,0.032095154,DIGITOXIGENIN
MAPT,NULL,0.019844169,CHEMBL:CHEMBL1390716
TRHR,NULL,1.750255708,CHEMBL:CHEMBL585654
RXRA,NULL,0.100014612,TRICLOCARBAN
MAPT,NULL,0.039688338,CHEMBL:CHEMBL578890
NFKB1,NULL,0.276356164,(S)-MEXILETINE
ALDH1A1,NULL,0.011799477,GOSSYPETIN
AR,NULL,0.058471794,TROPOLONE
NR1H4,NULL,0.380490371,FLUSILAZOLE
POLB,NULL,0.009065551,LUTEOLIN
KCNH2,NULL,0.037398626,PROADIFEN HYDROCHLORIDE
ESR2,NULL,0.056826484,CHEMBL:CHEMBL600336
NTRK1,NULL,0.013832369,PD-0166285
JAK3,NULL,0.040766825,LAUROGUADINE
CYP1A2,NULL,0.003106871,VALPROIC ACID
YES1,NULL,0.252440727,GW782612X
HBB,NULL,0.603536451,CHEMBL:CHEMBL458765
GMNN,NULL,0.01823183,CHEMBL:CHEMBL533954
POLI,NULL,0.123257444,SELEGILINE HYDROCHLORIDE
CYP1A2,NULL,0.022136455,SPICLOMAZINE
BTK,NULL,0.019799273,PD-0166285
IDH1,NULL,0.005135225,TOPOTECAN HYDROCHLORIDE
PTPN22,NULL,1.312691781,CHEMBL:CHEMBL601167
CBX1,NULL,0.012695278,CAPSAZEPINE
HSD17B10,NULL,0.021189536,MALATHION
CBX1,NULL,0.034912015,CHEMBL:CHEMBL1989853
NR3C1,NULL,0.020041096,PHENYLMERCURIC ACETATE
AR,NULL,0.058471794,FLUFENOXURON
APOBEC3G,NULL,0.181060935,CHEMBL:CHEMBL589711
NFE2L2,NULL,0.020986279,PIPOBROMAN
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL589920
AURKB,NULL,0.014249029,JNJ-7706621
AHR,NULL,0.079557078,CHEMBL:CHEMBL329673
ESR1,NULL,0.02726255,GUGGULSTERONE
HDAC2,NULL,0.109665145,VALPROIC ACID
MAPT,NULL,0.00626658,CHEMBL:CHEMBL67535
HDAC9,NULL,0.184237443,VALPROIC ACID
HDAC8,NULL,0.118100925,VALPROIC ACID
CYP2C19,NULL,0.006199253,CITALOPRAM
KCNH2,NULL,0.037398626,BP 897
GMNN,NULL,0.021878196,FENDILINE HYDROCHLORIDE
AURKA,NULL,0.04525223,CENISERTIB
SF3B3,NULL,52.50767124,PLADIENOLIDE B
MAPK1,NULL,0.025003653,BIOCHANIN A
ADAMTSL4-AS1,NULL,0.052090944,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE
PLK1,NULL,0.013890918,SLAZINIC ACID
TNNC1,NULL,0.291709285,PURPUROGALLIN
TNNT2,NULL,0.364636606,PURPUROGALLIN
CBX1,NULL,0.034912015,XCT790
HSD17B10,NULL,0.01816246,CHEMBL:CHEMBL122701
CXCL8,NULL,0.216080952,YANGONIN
HSD17B10,NULL,0.010594768,GUTHION
NFE2L2,NULL,0.062958838,ANCITABINE HYDROCHLORIDE
GCK,NULL,3.500511416,RO-281675
AR,NULL,0.058471794,FANDOSENTAN POTASSIUM
APOBEC3F,NULL,0.060772768,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE"
PRKD3,NULL,0.042344896,SB220025
BCL2L1,NULL,0.156272831,GOSSYPOL
CBX1,NULL,0.023274677,CHEMBL:CHEMBL533602
POLK,NULL,0.006286838,NOREPINEPHRINE
TP53,NULL,0.008279355,CHEMBL:CHEMBL184450
EHMT2,NULL,0.001976425,ZIPRASIDONE
TDP1,NULL,0.060492709,NIMESULIDE
IDH1,NULL,0.003668018,CHEMBL:CHEMBL505670
CSNK1G3,NULL,0.117994767,SP-600125
BLK,NULL,0.043109746,MLN-8054
GMNN,NULL,0.021878196,MEBENDAZOLE
CHUK,NULL,7.501095891,AILANTHINONE
SRC,NULL,1.944728564,CINNAMTANNIN B1
FEN1,NULL,0.009954061,DEPHOSTATIN
MELK,NULL,0.087512785,PP2
USP2,NULL,0.030598876,CURCUMIN
PAX8,NULL,0.072324616,9-AMINOCAMPTOTHECIN
AR,NULL,0.011694359,ETONOGESTREL
CYP2D6,NULL,0.025298806,TACRINE
JAK2,NULL,0.005541122,NVP-TAE684
ABL1,NULL,0.003667505,NVP-TAE684
ARG1,NULL,5.000730594,CHEMBL:CHEMBL1099168
FFAR1,NULL,1.250182648,LINOLEIC ACID
IDH1,NULL,0.018340088,CLIOXANIDE
KDM4A,NULL,0.023813003,"3,4-DIHYDROXYPHENYLACETIC ACID"
EHMT2,NULL,0.012253832,SARCOLYSIN
AR,NULL,0.001008134,PAZOPANIB
RPS6KA3,NULL,0.014853655,DOVITINIB
LCK,NULL,0.034318739,PP2
HSD17B10,NULL,0.015892152,MK-886
AR,NULL,0.058471794,THIOACETAZONE
ABCB11,NULL,0.1097339,CYCLOSPORINE
CLK3,NULL,5.000730594,LEUCETTAMINE B
CSF1R,NULL,0.018359326,PD-0166285
ALDH1A1,NULL,0.005899738,MERCURIC CHLORIDE
KAT2A,NULL,0.13781541,"3-HYDROXY-3',4'-DIMETHOXYFLAVONE"
ALDH1A1,NULL,0.016856395,PROROXAN HYDROCHLORIDE
RELA,NULL,0.660473852,QUERCETAGETIN
WEE1,NULL,0.07767407,PD-0166285
HTT,NULL,0.069546584,TRYPTANTHRIN
FEN1,NULL,0.008887554,4-CHLOROMERCURIBENZOIC ACID
ALDH1A1,NULL,0.009832897,GUTHION
MITF,NULL,0.247677695,CHEMBL:CHEMBL589715
GLS,NULL,0.067231333,CEFIXIME ANHYDROUS
VDR,NULL,0.011148126,THIOTEPA
BTK,NULL,0.010193685,DOVITINIB
PRKCB,NULL,0.65634589,ENOXOLONE
CBX1,NULL,0.006495259,DISULFIRAM
IDH1,NULL,0.014264513,THONZONIUM BROMIDE
AURKA,NULL,0.035598421,CHEMBL:CHEMBL578061
NPC1,NULL,0.055563673,CHEMBL:CHEMBL1333049
MITF,NULL,0.110078975,CHEMBL:CHEMBL1486366
MITF,NULL,0.495355389,ARTEANNUIN B
ABCB1,NULL,0.037398626,CODEINE ANHYDROUS
AR,NULL,0.029235897,ALCLOFENAC
TOP2A,NULL,0.452652338,CARINATIN G
RAD54L,NULL,0.055271233,HYCANTHONE
TUBA3C,NULL,0.056500364,VINBLASTINE
ALDH1A1,NULL,0.039331589,PIPERONYL BUTOXIDE
KDM4E,NULL,0.036337489,EHNA
HTT,NULL,0.057955487,DIPYRITHIONE
PLK1,NULL,0.01823183,ACITRETIN
NFE2L2,NULL,0.020986279,CANRENONE
AURKB,NULL,0.017611159,SP-600125
THRB,NULL,0.101956643,PYRACLOSTROBIN
GMNN,NULL,0.012154554,OUABAIN
CYP2C19,NULL,0.013560866,2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE
FEN1,NULL,0.020737627,CHEMBL:CHEMBL1453126
TYK2,NULL,0.009515707,SP-600125
EHMT2,NULL,0.003063458,FENOLDOPAM MESYLATE
FEN1,NULL,0.007540955,DAUNORUBICIN HYDROCHLORIDE
HSD17B10,NULL,0.025427444,HYMECROMONE
CYP3A4,NULL,0.004517955,CAPTAN
CYP2C19,NULL,0.036162308,AM281
RACGAP1,NULL,0.03261346,DECYNIUM 22
APEX1,NULL,0.008245551,NOREPINEPHRINE
HCRTR1,NULL,1.166837139,CHEMBL:CHEMBL1520346
VDR,NULL,0.003185179,DACTINOMYCIN
ADORA3,NULL,5.527123288,CHEMBL:CHEMBL382194
ALOX15,NULL,0.153531202,GERALDOL
CYP2C9,NULL,0.00279415,CYCLOSPORINE
CLK2,NULL,0.021240967,NVP-TAE684
ADRB2,NULL,0.814072422,CLENBUTEROL
DRD1,NULL,0.034184682,CHEMBL:CHEMBL1256191
CYP2C9,NULL,0.030386384,CHEMBL:CHEMBL472656
TSSK2,NULL,0.101956643,NVP-TAE684
SLC5A7,NULL,1.810609353,2-(1-PHENYLETHYLIDENE)HYDRAZINECARBOXIMIDAMIDE
APOBEC3G,NULL,0.039361073,DECYNIUM 22
CYP1A2,NULL,0.019676849,DANTROLENE
CYP3A4,NULL,0.011746683,"L-732,138"
SMN1,NULL,0.019889269,HYDRALAZINE
CNR2,NULL,1.009762908,"N-[6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDINE-4-YL]-4,4,4-TRIFLUORO-3-HYDROXYBUTANAMIDE (DIASTEREOMERIC MIX)"
HSD17B10,NULL,0.127137218,TRIFLUSAL
BLM,NULL,0.011585982,MITOXANTRONE
GLP1R,NULL,0.159114155,CHEMBL:CHEMBL532412
RECQL,NULL,0.010777437,WORTMANNIN
USP1,NULL,0.023171964,ESTRAMUSTINE
RECQL,NULL,0.027433475,ISOKAEMPFERIDE
IDH1,NULL,0.032095154,ENNIATIN B
DYRK1A,NULL,0.265190259,EPIGALLOCATECHIN-3-GALLATE
RGS4,NULL,0.003550214,CISPLATIN
SMAD3,NULL,0.015286076,ACACETIN
MAP4K4,NULL,0.024467694,PAZOPANIB
AR,NULL,0.014617949,ERGONOVINE
CYP3A4,NULL,0.003915561,PAPAVERINE
WRN,NULL,0.102956218,CHEMBL:CHEMBL1527
SMN1,NULL,0.099446347,CHEMBL:CHEMBL398765
EHMT2,NULL,0.030634581,MIANSERIN HYDROCHLORIDE
THPO,NULL,0.017047945,AZACITIDINE
NFE2L2,NULL,0.00899412,DIHYDROXANTHOHUMOL
MAPT,NULL,0.009922085,CHLOROTHALONIL
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL1623028
CSNK1D,NULL,0.183593256,(RS)-ROSCOVITINE
CYP3A4,NULL,0.009788902,GR 89696
RACGAP1,NULL,0.150021918,CHEMBL:CHEMBL535307
ATAD5,NULL,0.025427444,CHEMBL:CHEMBL527585
ATAD5,NULL,0.022249013,CHEMBL:CHEMBL1989853
CYP3A4,NULL,0.014683353,CHEMBL:CHEMBL588859
MAPT,NULL,0.005669763,SLAZINIC ACID
TXN2,NULL,17.50255708,BIOTINYLATED GAMBOGIC ACID
GMNN,NULL,0.003217382,VINBLASTINE
SMAD3,NULL,0.005211162,MITOXANTRONE
AGTR1,NULL,0.148326755,CHEMBL:CHEMBL1390716
CNR1,NULL,1.750255708,AMAUROMINE
MAP4K4,NULL,0.013777925,NVP-TAE684
NFE2L2,NULL,0.01573971,PHENMEDIPHAM
CBX1,NULL,0.008728004,ELLIPTECINE
ATAD5,NULL,0.044498026,CHEMBL:CHEMBL47875
AR,NULL,0.029235897,BENOXACOR
CYP2D6,NULL,0.013622434,PIROXICAM-BETA-CYCLODEXTRIN
AR,NULL,0.011694359,HYMECROMONE
PTGS2,NULL,0.954684932,CHEMBL:CHEMBL2171117
VDR,NULL,0.005574063,SB-415286
KDM4A,NULL,0.029766254,CEFDINIR
HTT,NULL,0.173866461,LAURYL ISOQUINOLINIUM
ERBB4,NULL,0.029203377,SB220025
EHMT2,NULL,0.008752737,BENSERAZIDE
VDR,NULL,0.111481255,CAPTAMINE
KAT2A,NULL,0.082689246,AC55649
PLK1,NULL,0.00206886,ASPIRIN
ALDH1A1,NULL,0.117994767,CHEMBL:CHEMBL156075
POLB,NULL,0.017064567,CHEMBL:CHEMBL1451216
EHMT2,NULL,0.00211273,LANSOPRAZOLE
HSD17B10,NULL,0.014126358,ALFUZOSIN
EHMT2,NULL,0.01531729,METAPHIT METHANESULFONATE
CDC37,NULL,26.25383562,SODIUM MOLYBDATE
SMAD3,NULL,0.03821519,MK-2206
MAPT,NULL,0.008504644,ERBSTATIN
CYP2C9,NULL,0.040515178,CHEMBL:CHEMBL552439
RAB9A,NULL,0.040515178,CHEMBL:CHEMBL602561
VDR,NULL,0.018580209,CHEMBL:CHEMBL565893
MAP3K20,NULL,0.021661581,DOVITINIB
CBX1,NULL,0.039899446,TAXIFOLIN
HTR1E,NULL,2.625383562,CHEMBL:CHEMBL604664
FYN,NULL,0.025147352,PAZOPANIB
MAOB,NULL,0.774068863,SELEGILINE
POLK,NULL,0.009144492,CATECHOL
HPGD,NULL,0.035287413,BW373U86
VDR,NULL,0.018580209,MALATHION
NPC1,NULL,0.097236428,CHEMBL:CHEMBL590184
MAPT,NULL,0.014883127,BERBERINE CHLORIDE
SMAD3,NULL,0.019107595,CHLOROTHALONIL
SIK2,NULL,0.194472856,PP2
MAPT,NULL,0.017009288,NSC-663284
GSK3B,NULL,0.018712641,SOTRASTAURIN
BAZ2B,NULL,0.013957382,CHEMBL:CHEMBL585502
NFE2L2,NULL,0.003934927,PHLORETIN
CYP1A2,NULL,0.022136455,PYRIDOSTIGMINE
RGS4,NULL,0.028598949,TPCK
IDH1,NULL,0.018340088,SB 228357
CYP3A4,NULL,0.029366707,CANAVANINE
ARSA,NULL,0.136738727,PHLORETIN
SMAD3,NULL,0.03821519,CHEMBL:CHEMBL582722
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL600030
CYP2D6,NULL,0.007699637,ALPROSTADIL
PLK1,NULL,0.097236428,VANITIOLIDE
NFE2L2,NULL,0.012591768,LOPINAVIR
POLK,NULL,0.012573676,TYRPHOSTIN 47
BAZ2B,NULL,0.01535312,CHLORAMBUCIL
POLB,NULL,0.013814173,CHEMBL:CHEMBL578741
KCNH2,NULL,0.021370644,DOMPERIDONE
KDM4E,NULL,0.02271093,NORADRENALINE
MAPT,NULL,0.007441563,NBQX
POLB,NULL,0.026372512,9-AMINOCAMPTOTHECIN
PADI1,NULL,13.12691781,CHEMBL:CHEMBL1910971
POLB,NULL,0.041442519,DEMECLOCYCLINE HYDROCHLORIDE
PPARA,NULL,0.397785388,LACTOFEN
RAPGEF4,NULL,1.166837139,CHEMBL:CHEMBL140130
GMNN,NULL,0.054695491,CHEMBL:CHEMBL1402376
MAP4K5,NULL,0.182318303,CHEMBL:CHEMBL535331
ATAD5,NULL,0.177992106,CHEMBL:CHEMBL1564100
TP53,NULL,0.231821948,CHEMBL:CHEMBL1241268
RAPGEF4,NULL,0.116683714,SCLEROTIORIN
NPSR1,NULL,0.018385039,PIMOZIDE
AR,NULL,0.014617949,SALINAZID
BRSK1,NULL,0.062808219,CP-547632
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL584829
AR,NULL,0.014617949,CHLORQUINALDOL
MAPT,NULL,0.011906501,SHIKONIN
ALOX15,NULL,0.013350539,THIMEROSAL
JAK1,NULL,0.038937836,CYCLOSPORINE
AR,NULL,0.058471794,UNOPROSTONE ISOPROPYL
TYRO3,NULL,0.053038052,JNJ-7706621
CLCN3,NULL,26.25383562,DESACETYLBUFOTALIN
HPGD,NULL,0.014114965,CHLORANIL
AR,NULL,0.00449783,DITHIAZANINE IODIDE
IDH1,NULL,0.011670965,9-AMINOCAMPTOTHECIN
RGS4,NULL,0.064347636,BROMOENOL LACTONE
KDM4A,NULL,0.019844169,CHEMBL:CHEMBL1363249
EHMT2,NULL,0.020423054,ICILIN
NFE2L2,NULL,0.031479419,FLUFENACET
POLB,NULL,0.022315202,CEPHAPIRIN SODIUM
ACVR1,NULL,0.048083948,PD-0166285
STK17A,NULL,0.070197421,GSK-269962A
TP53,NULL,0.009659248,CHLOROTHALONIL
POLK,NULL,0.028739831,CHEMBL:CHEMBL343002
APEX1,NULL,0.01256465,CHEMBL:CHEMBL578741
EHMT2,NULL,0.004084611,"LIPOIC ACID, ALPHA"
CYP2C19,NULL,0.004931224,CAPSAZEPINE
MAPT,NULL,0.017009288,DIHYDROXANTHOHUMOL
ATM,NULL,0.044955198,CHEMBL:CHEMBL1519374
HSD17B10,NULL,0.042379073,CHEMBL:CHEMBL531269
CYP3A4,NULL,0.058733413,"4,4'-METHYLENEDIANILINE"
NR1D1,NULL,10.50153425,SR9011
STK17A,NULL,0.034704343,SP-600125
ATAD5,NULL,0.005562253,ELLIPTECINE
EHMT2,NULL,0.003604068,EPINEPHRINE BITARTRATE
EHMT2,NULL,0.010211527,AMARANTH
CLK4,NULL,0.021869084,PALBOCICLIB
TARDBP,NULL,0.117204623,CHEMBL:CHEMBL600778
ATXN2,NULL,0.019325606,PERHEXILINE MALEATE
TSHR,NULL,0.093098708,CAMBINOL
GLS,NULL,0.073954467,COUMESTROL
HSD17B10,NULL,0.025427444,SKIMMIANINE
MAPT,NULL,0.029766254,CHEMBL:CHEMBL601618
VDR,NULL,0.015925894,BENSERAZIDE
LTK,NULL,0.051885051,CP-547632
CASP6,NULL,0.081533651,THIMEROSAL
MAPK11,NULL,1.193356164,CRYPTOLEPINE HYDROCHLORIDE
TYRO3,NULL,0.032776324,SP-600125
DRD1,NULL,0.068369364,BP 897
CYP2D6,NULL,0.005534114,FLUPIRTINE
CYP1A2,NULL,0.04427291,ISOXSUPRINE
CYP1A2,NULL,0.029515273,REL-CISAPRIDE
ATXN2,NULL,0.004831401,MITOXANTRONE
USP1,NULL,0.023171964,CLOSANTEL
PTK2,NULL,0.037398626,PD-0166285
KCNJ11,NULL,0.452652338,BERBERINE CHLORIDE
HPGDS,NULL,26.25383562,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE
AR,NULL,0.002088278,4-CHLOROMERCURIBENZOIC ACID
PPARD,NULL,0.056399217,TRICLOCARBAN
FGFR1,NULL,0.009437037,ALSTERPAULLONE
KCNH2,NULL,0.021370644,PERGOLIDE MESYLATE
CYP2C19,NULL,0.030996264,IPRONIAZID
CYP2D6,NULL,0.017709164,CHEMBL:CHEMBL123904
YES1,NULL,0.252440727,CHEMBL:CHEMBL275168
GLP1R,NULL,0.159114155,CHEMBL:CHEMBL1224483
POLK,NULL,0.002286123,CARBOPLATIN
HPGD,NULL,0.035287413,PROSTAGLANDIN A2
CDK8,NULL,0.175025571,ACACETIN
GAPDH,NULL,0.122395504,CHEMBL:CHEMBL580421
CLK4,NULL,0.036951211,MLN-8054
CYP2C9,NULL,0.060772768,ARCTIGENIN
APOBEC3A,NULL,0.514781091,CHEMBL:CHEMBL584514
ATAD5,NULL,0.0136917,CHEMBL:CHEMBL586031
CBX1,NULL,0.008463519,TRIMIPRAMINE
IDH1,NULL,0.012838061,CHEMBL:CHEMBL428064
USP1,NULL,0.01274458,PHENYLMERCURIC ACETATE
AR,NULL,0.00487265,TANESPIMYCIN
HIF1A,NULL,0.011316308,ISOPROTERENOL
NFE2L2,NULL,0.007869855,TBBT
HSP90AA1,NULL,0.002414146,DOXORUBICIN HYDROCHLORIDE
ALPG,NULL,0.193042909,TERPYRIDINE
FAAH,NULL,0.328172945,ANANDAMIDE
TP53,NULL,0.010537361,CHEMBL:CHEMBL329673
PPARA,NULL,0.132595129,URSOLIC ACID
ATAD5,NULL,0.022249013,4'-METHOXYFLAVONE
ATAD5,NULL,0.059330702,CHEMBL:CHEMBL601970
MAPK1,NULL,0.025003653,GUTHION
RARA,NULL,0.238130028,ALITRETINOIN
MARK2,NULL,0.048083948,ALSTERPAULLONE
KDM4A,NULL,0.005412046,CAPSAZEPINE
CACNA1B,NULL,0.078136416,SLAZINIC ACID
ALDH1A1,NULL,0.005363398,CATECHOL
CAMK2D,NULL,0.057385433,SOTRASTAURIN
HIPK2,NULL,0.036873365,SP-600125
CDK1,NULL,0.036770078,LAUROGUADINE
EHMT2,NULL,0.008752737,CHEMBL:CHEMBL457504
CYP3A4,NULL,0.011746683,DILAZEP
